Word,Mean_Burstiness,Mean_Frequency,Log_Mean_Frequency,Lexical_Class,WordBank
full,0.2196701763985418,7.2,1.9740810260220096,Adjective,0.27
game,0.3326405926519106,12.2,2.501435951739211,Noun,0.32
garage,0.5346291110729089,13.5,2.6026896854443837,Noun,0.28
garbage,0.3707285088216824,10.25,2.327277705584417,Noun,0.45
gentle,0.42121574816112367,5.8,1.7578579175523736,Adjective,0.32
get,0.35174873077156793,218.0,5.384495062789089,Verb,0.46
giraffe,0.019653505893966652,6.0,1.791759469228055,Noun,0.52
girl,0.28722797765624863,19.4,2.9652730660692823,Noun,0.44
give,0.31946344010644523,30.6,3.4210000089583352,Verb,0.37
glass,0.30703210153695365,8.0,2.0794415416798357,Noun,0.36
glasses,0.31354347565700047,8.5,2.1400661634962708,Noun,0.51
gloves,0.3758561806895935,8.5,2.1400661634962708,Noun,0.34
glue,0.7365437332415791,17.0,2.833213344056216,Noun,0.14
go,0.39480215772589966,253.0,5.53338948872752,Verb,0.75
good,0.2866007468308457,110.6,4.7059200890882344,Adjective,0.47
goose,0.3627571441770332,7.0,1.9459101490553132,Noun,0.29
grass,0.8985188849165197,9.0,2.1972245773362196,Noun,0.52
green,0.4377202204722839,7.0,1.9459101490553132,Adjective,0.49
hair,0.4661930921873677,17.2,2.8449093838194073,Noun,0.75
hand,0.27817967247139685,17.8,2.8791984572980396,Noun,0.71
happy,0.28403448962546146,8.0,2.0794415416798357,Adjective,0.5
hard,0.09147195131819301,10.6,2.3608540011180215,Adjective,0.24
hat,0.7475289927080264,10.0,2.302585092994046,Noun,0.79
hate,-0.0018040664974390873,7.0,1.9459101490553132,Verb,0.04
have,0.38935654675740206,229.8,5.437209365414655,Verb,0.36
he,0.394324717235454,71.2,4.26549281841793,Function,0.2
head,0.1542227897691359,16.4,2.797281334830153,Noun,0.7
hear,0.04630075680335805,16.6,2.8094026953624978,Verb,0.3
heavy,0.16917668812355413,5.333333333333333,1.6739764335716716,Adjective,0.43
help,0.24496233499037615,24.2,3.186352633162641,Verb,0.6
her,0.40417585708501,149.4,5.006627272698717,Function,0.14
here,0.3201713916932752,204.6,5.321056853517526,Function,0.41
hers,0.15615485524630082,5.0,1.6094379124341003,Function,0.1
hide,0.631847011678578,4.0,1.3862943611198906,Verb,0.41
high,0.2774168772970526,8.666666666666666,2.159484249353372,Adjective,0.32
him,0.3293797730908418,24.4,3.1945831322991562,Function,0.12
his,0.39107890429161285,25.0,3.2188758248682006,Function,0.12
hit,-0.36160058710513626,4.0,1.3862943611198906,Verb,0.42
hold,0.17991743195686025,32.0,3.4657359027997265,Verb,0.4
home,0.34707751098654993,26.2,3.265759410767051,Noun,0.66
hot,0.5410289852945859,11.0,2.3978952727983707,Adjective,0.75
house,0.3439653842879038,22.2,3.100092288878234,Noun,0.57
how,0.2318195697534006,83.8,4.428433007488037,Function,0.13
hug,0.4991249553325298,11.5,2.4423470353692043,Verb,0.63
hungry,0.46120697472143357,5.25,1.6582280766035324,Adjective,0.46
hurt,0.23917972483018096,5.4,1.6863989535702288,Adjective,0.44
ice,0.5978313074946711,13.2,2.580216829592325,Noun,0.53
if,0.28459324649030276,102.6,4.630837932736669,Function,0.04
into,0.2687429760480721,18.4,2.91235066461494,Function,0.08
is,0.35810428432213304,306.8,5.726196069493101,Verb,0.2
it,0.4461498085874146,565.8,6.338240658867467,Function,0.3
jacket,0.5792235144815414,10.0,2.302585092994046,Noun,0.55
juice,0.45778900381018856,8.0,2.0794415416798357,Noun,0.77
jump,0.43695827963329115,7.666666666666667,2.03688192726104,Verb,0.59
keys,0.26571818066320807,5.5,1.7047480922384253,Noun,0.63
kick,0.33996081399879213,5.666666666666667,1.7346010553881064,Verb,0.45
kiss,0.5823856663078527,20.5,3.0204248861443626,Verb,0.67
