Word	Burstiness	Frequency	Interevent Intervals	Event Onsets	POS Tag	Transcript
honey	0.16271707306560235	3	[3748887, 365874]	[5125333, 8874220, 9240094]	NOUN	A1
hungry	0.6942017126650655	6	[755333, 0, 316699, 8522261, 11427]	[1032737, 1788070, 1788070, 2104769, 10627030, 10638457]	ADJ	A1
knew	0.2555257994283157	4	[1658870, 146732, 259086]	[4296360, 5955230, 6101962, 6361048]	VERB	A1
who	0.24617138502721078	15	[2288350, 42050, 870770, 59538, 1480, 228840, 2677486, 157934, 553134, 377872, 350333, 417200, 413835, 26547]	[480600, 2768950, 2811000, 3681770, 3741308, 3742788, 3971628, 6649114, 6807048, 7360182, 7738054, 8088387, 8505587, 8919422, 8945969]	PRON	A1
eat	0.4908888731345635	47	[1744, 72876, 2445, 1445, 2050, 12250, 0, 8600, 3655, 707635, 203840, 937290, 385456, 50228, 82879, 272275, 43974, 22591, 7909, 4512, 202832, 4097, 6503, 422836, 3704, 2841, 7111, 6204, 5988, 205565, 7223, 325936, 103916, 332663, 117824, 7125, 24941, 5740, 78779, 300640, 160866, 5995, 5745, 257870, 2382884, 19412]	[984800, 986544, 1059420, 1061865, 1063310, 1065360, 1077610, 1077610, 1086210, 1089865, 1797500, 2001340, 2938630, 3324086, 3374314, 3457193, 3729468, 3773442, 3796033, 3803942, 3808454, 4011286, 4015383, 4021886, 4444722, 4448426, 4451267, 4458378, 4464582, 4470570, 4676135, 4683358, 5009294, 5113210, 5445873, 5563697, 5570822, 5595763, 5601503, 5680282, 5980922, 6141788, 6147783, 6153528, 6411398, 8794282, 8813694]	VERB	A1
may	-0.23007748336582168	4	[1084689, 1209663, 3551500]	[1244290, 2328979, 3538642, 7090142]	AUX	A1
read	0.388766964463056	5	[6621675, 991280, 953800, 3492]	[2360927, 8982602, 9973882, 10927682, 10931174]	VERB	A1
drink	0.2799216923670806	5	[3431578, 1695332, 8396, 9856]	[1354880, 4786458, 6481790, 6490186, 6500042]	VERB	A1
full	0.5237661815713904	14	[892, 4767, 9337, 2962555, 78824, 0, 4877, 5345, 4042, 562532, 231352, 1221454, 5143257]	[982811, 983703, 988470, 997807, 3960362, 4039186, 4039186, 4044063, 4049408, 4053450, 4615982, 4847334, 6068788, 11212045]	ADJ	A1
our	-0.010185708307776646	11	[183950, 2622, 1293046, 599794, 0, 973232, 478524, 1849026, 792048, 2537298]	[2492010, 2675960, 2678582, 3971628, 4571422, 4571422, 5544654, 6023178, 7872204, 8664252, 11201550]	PRON	A1
money	0.414213562373095	3	[0, 5526896]	[909150, 909150, 6436046]	NOUN	A1
wipe	0.9045269336871845	10	[2982, 4555, 0, 2496, 1312, 6175, 5048, 82345, 2241951]	[5490850, 5493832, 5498387, 5498387, 5500883, 5502195, 5508370, 5513418, 5595763, 7837714]	VERB	A1
Madison	0.11909350703856902	81	[2345, 519540, 24840, 73755, 104070, 116549, 13267, 66359, 24445, 83335, 51325, 57927, 133796, 109992, 30220, 56210, 147950, 385022, 386278, 3548, 68102, 7140, 377402, 86166, 522305, 66745, 1829, 60015, 88788, 17563, 196299, 79794, 604009, 478403, 441225, 16525, 39072, 136314, 190648, 235196, 627127, 22445, 143620, 78072, 103380, 56548, 37732, 64828, 44978, 268396, 354433, 29985, 31375, 110240, 22291, 18955, 47685, 2275, 16811, 135928, 76650, 14885, 30350, 0, 0, 79050, 112317, 209480, 395204, 50789, 5207, 61112, 8050, 297966, 19828, 781842, 302698, 96978, 68568, 110526]	[109205, 111550, 631090, 655930, 729685, 833755, 950304, 963571, 1029930, 1054375, 1137710, 1189035, 1246962, 1380758, 1490750, 1520970, 1577180, 1725130, 2110152, 2496430, 2499978, 2568080, 2575220, 2952622, 3038788, 3561093, 3627838, 3629667, 3689682, 3778470, 3796033, 3992332, 4072126, 4676135, 5154538, 5595763, 5612288, 5651360, 5787674, 5978322, 6213518, 6840645, 6863090, 7006710, 7084782, 7188162, 7244710, 7282442, 7347270, 7392248, 7660644, 8015077, 8045062, 8076437, 8186677, 8208968, 8227923, 8275608, 8277883, 8294694, 8430622, 8507272, 8522157, 8552507, 8552507, 8552507, 8631557, 8743874, 8953354, 9348558, 9399347, 9404554, 9465666, 9473716, 9771682, 9791510, 10573352, 10876050, 10973028, 11041596, 11152122]	PROPN	A1
but	0.14051349661415133	72	[184660, 2285, 0, 5735, 113420, 59160, 162560, 40951, 13943, 90574, 173202, 118780, 125080, 454481, 47442, 122879, 33763, 81767, 166859, 0, 33952, 6587, 42440, 90120, 116400, 60672, 35540, 207366, 105399, 49756, 13803, 344814, 5850, 350910, 67270, 112432, 14932, 19251, 71020, 153457, 36312, 134164, 60876, 0, 83274, 83170, 35515, 243321, 308889, 502805, 10784, 535366, 120779, 10618, 104947, 724731, 80136, 67125, 168956, 136176, 5026, 56630, 284080, 81480, 0, 81460, 904940, 234832, 156084, 546466, 751658]	[716470, 901130, 903415, 903415, 909150, 1022570, 1081730, 1244290, 1285241, 1299184, 1389758, 1562960, 1681740, 1806820, 2261301, 2308743, 2431622, 2465385, 2547152, 2714011, 2714011, 2747963, 2754550, 2796990, 2887110, 3003510, 3064182, 3099722, 3307088, 3412487, 3462243, 3476046, 3820860, 3826710, 4177620, 4244890, 4357322, 4372254, 4391505, 4462525, 4615982, 4652294, 4786458, 4847334, 4847334, 4930608, 5013778, 5049293, 5292614, 5601503, 6104308, 6115092, 6650458, 6771237, 6781855, 6886802, 7611533, 7691669, 7758794, 7927750, 8063926, 8068952, 8125582, 8409662, 8491142, 8491142, 8572602, 9477542, 9712374, 9868458, 10414924, 11166582]	CCONJ	A1
from	0.26027047300997114	20	[582162, 3410, 505508, 574256, 294512, 2048620, 30080, 1280949, 622795, 202324, 282494, 212687, 46443, 6, 64741, 0, 0, 137957, 775]	[2735630, 3317792, 3321202, 3826710, 4400966, 4695478, 6744098, 6774178, 8055127, 8677922, 8880246, 9162740, 9375427, 9421870, 9421876, 9486617, 9486617, 9486617, 9624574, 9625349]	ADP	A1
wet	0.028508689439339787	4	[45812, 147680, 16988]	[6950322, 6996134, 7143814, 7160802]	PROPN	A1
drawer	0.7781552734825256	5	[503386, 5529, 2985, 0]	[8714287, 9217673, 9223202, 9226187, 9226187]	NOUN	A1
hm	0.3108542540879295	37	[250018, 165074, 1015763, 172000, 44361, 193219, 1193, 288544, 1317263, 42795, 21188, 200175, 470455, 1594, 85113, 21545, 98537, 203560, 69178, 349572, 48771, 564314, 805, 618, 14200, 42322, 148992, 613275, 409779, 285042, 58985, 2683111, 81649, 450627, 8730, 623738]	[72925, 322943, 488017, 1503780, 1675780, 1720141, 1913360, 1914553, 2203097, 3520360, 3563155, 3584343, 3784518, 4254973, 4256567, 4341680, 4363225, 4461762, 4665322, 4734500, 5084072, 5132843, 5697157, 5697962, 5698580, 5712780, 5755102, 5904094, 6517369, 6927148, 7212190, 7271175, 9954286, 10035935, 10486562, 10495292, 11119030]	INTJ	A1
name	0.1843677194649784	7	[2629592, 3083167, 2304, 0, 0, 1410429]	[935395, 3564987, 6648154, 6650458, 6650458, 6650458, 8060887]	NOUN	A1
hey	0.28474394354624916	67	[543725, 52170, 1031390, 92122, 431991, 348744, 334199, 558317, 383421, 299776, 351732, 9740, 78883, 228897, 111280, 123916, 58020, 334980, 6140, 0, 5184, 0, 0, 0, 2824, 0, 96782, 93855, 6730, 14689, 695, 6711, 69384, 40810, 28828, 16984, 264828, 107525, 19760, 0, 0, 1038, 0, 0, 0, 0, 0, 808, 127549, 203817, 172243, 182735, 0, 30790, 168381, 160629, 126040, 586429, 189240, 211166, 0, 0, 137523, 85047, 15088, 1420065]	[1233215, 1776940, 1829110, 2860500, 2952622, 3384613, 3733357, 4067556, 4625873, 5009294, 5309070, 5660802, 5670542, 5749425, 5978322, 6089602, 6213518, 6271538, 6606518, 6612658, 6612658, 6617842, 6617842, 6617842, 6617842, 6620666, 6620666, 6717448, 6811303, 6818033, 6832722, 6833417, 6840128, 6909512, 6950322, 6979150, 6996134, 7260962, 7368487, 7388247, 7388247, 7388247, 7389285, 7389285, 7389285, 7389285, 7389285, 7389285, 7390093, 7517642, 7721459, 7893702, 8076437, 8076437, 8107227, 8275608, 8436237, 8562277, 9148706, 9337946, 9549112, 9549112, 9549112, 9686635, 9771682, 9786770, 11206835]	INTJ	A1
some	0.23680608544589402	59	[88830, 346518, 13277, 31895, 27975, 4930, 37805, 5820, 9155, 47880, 4945, 467652, 78375, 192433, 130470, 349900, 128772, 121014, 69432, 111064, 5716, 124247, 0, 812729, 79884, 78128, 263707, 267725, 3798, 6502, 5697, 223343, 193636, 73199, 970630, 865479, 94000, 297500, 129606, 84066, 84720, 27296, 110147, 19757, 54719, 61515, 86214, 2040, 18096, 40545, 75751, 20703, 1232040, 151084, 44405, 150699, 311978, 365535]	[163480, 252310, 598828, 612105, 644000, 671975, 676905, 714710, 720530, 729685, 777565, 782510, 1250162, 1328537, 1520970, 1651440, 2001340, 2130112, 2251126, 2320558, 2431622, 2437338, 2561585, 2561585, 3374314, 3454198, 3532326, 3796033, 4063758, 4067556, 4074058, 4079755, 4303098, 4496734, 4569933, 5540563, 6406042, 6500042, 6797542, 6927148, 7011214, 7095934, 7123230, 7233377, 7253134, 7307853, 7369368, 7455582, 7457622, 7475718, 7516263, 7592014, 7612717, 8844757, 8995841, 9040246, 9190945, 9502923, 9868458]	PRON	A1
is	0.211076419838313	234	[50830, 192886, 31863, 59808, 78249, 7276, 159238, 8980, 61590, 61665, 17740, 150220, 21446, 3519, 3790, 8845, 57489, 149417, 23219, 5246, 6059, 30950, 19743, 125146, 88268, 26673, 27465, 6920, 22283, 8577, 10500, 100420, 49318, 4657, 62275, 2470, 0, 67020, 83490, 5140, 52814, 28327, 5499, 77734, 51882, 8633, 54012, 7431, 41004, 7044, 8619, 26345, 25691, 64773, 38858, 4249, 102695, 3112, 65193, 33480, 24736, 66429, 2740, 38470, 138689, 15053, 248400, 102706, 44502, 37148, 40940, 2588, 1862, 61324, 101141, 6517, 10187, 58210, 10263, 50295, 1292, 5405, 28124, 23340, 1732, 8094, 25708, 5677, 22676, 15167, 14134, 4193, 24318, 59703, 51878, 0, 25902, 35526, 65994, 6844, 61638, 33572, 71216, 3640, 2002, 20973, 143277, 2644, 32399, 0, 9915, 8310, 14809, 9255, 0, 0, 0, 11000, 14308, 83267, 244965, 3725, 39720, 0, 63696, 62785, 48164, 92873, 239722, 128466, 2932, 81977, 3040, 1820, 2323, 159609, 7993, 101351, 62310, 13099, 5443, 107518, 9375, 41711, 18944, 132040, 73052, 8063, 43697, 1380, 65660, 7208, 110140, 35147, 1418, 55959, 177011, 11737, 136605, 22330, 24585, 16840, 1192, 13180, 76532, 15800, 130379, 17337, 41715, 45322, 33281, 54742, 9240, 3147, 26665, 24027, 44345, 3716, 36689, 2455, 100288, 60477, 0, 93403, 32130, 6750, 2250, 3475, 1895, 3865, 14335, 132397, 149009, 43969, 98105, 10545, 20695, 5805, 1685, 25105, 5470, 48340, 3585, 67450, 30255, 49720, 10293, 85977, 2243, 19800, 63912, 26547, 216771, 9065, 6685, 5705, 33478, 54969, 93372, 293411, 161230, 44031, 39408, 6068, 22032, 28715, 95333, 15136, 763648, 5680, 67684, 34252, 243188]	[61780, 112610, 305496, 337359, 397167, 475416, 482692, 641930, 650910, 712500, 774165, 791905, 942125, 963571, 967090, 970880, 979725, 1037214, 1186631, 1209850, 1215096, 1221155, 1252105, 1271848, 1396994, 1485262, 1511935, 1539400, 1546320, 1568603, 1577180, 1587680, 1688100, 1737418, 1742075, 1804350, 1806820, 1806820, 1873840, 1957330, 1962470, 2015284, 2043611, 2049110, 2126844, 2178726, 2187359, 2241371, 2248802, 2289806, 2296850, 2305469, 2331814, 2357505, 2422278, 2461136, 2465385, 2568080, 2571192, 2636385, 2669865, 2694601, 2761030, 2763770, 2802240, 2940929, 2955982, 3204382, 3307088, 3351590, 3388738, 3429678, 3432266, 3434128, 3495452, 3596593, 3603110, 3613297, 3671507, 3681770, 3732065, 3733357, 3738762, 3766886, 3790226, 3791958, 3800052, 3825760, 3831437, 3854113, 3869280, 3883414, 3887607, 3911925, 3971628, 4023506, 4023506, 4049408, 4084934, 4150928, 4157772, 4219410, 4252982, 4324198, 4327838, 4329840, 4350813, 4494090, 4496734, 4529133, 4529133, 4539048, 4547358, 4562167, 4571422, 4571422, 4571422, 4571422, 4582422, 4596730, 4679997, 4924962, 4928687, 4968407, 4968407, 5032103, 5094888, 5143052, 5235925, 5475647, 5604113, 5607045, 5689022, 5692062, 5693882, 5696205, 5855814, 5863807, 5965158, 6027468, 6040567, 6046010, 6153528, 6162903, 6204614, 6223558, 6355598, 6428650, 6436713, 6480410, 6481790, 6547450, 6554658, 6664798, 6699945, 6701363, 6757322, 6934333, 6946070, 7082675, 7105005, 7129590, 7146430, 7147622, 7160802, 7237334, 7253134, 7383513, 7400850, 7442565, 7487887, 7521168, 7575910, 7585150, 7588297, 7614962, 7638989, 7683334, 7687050, 7723739, 7726194, 7826482, 7886959, 7886959, 7980362, 8012492, 8019242, 8021492, 8024967, 8026862, 8030727, 8045062, 8177459, 8326468, 8370437, 8468542, 8479087, 8499782, 8505587, 8507272, 8532377, 8537847, 8586187, 8589772, 8657222, 8687477, 8737197, 8747490, 8833467, 8835710, 8855510, 8919422, 8945969, 9162740, 9171805, 9178490, 9184195, 9217673, 9272642, 9366014, 9659425, 9820655, 9864686, 9904094, 9910162, 9932194, 9960909, 10056242, 10071378, 10835026, 10840706, 10908390, 10942642, 11185830]	AUX	A1
different	0.08498422431227036	3	[2191, 16632]	[2296850, 2299041, 2315673]	ADJ	A1
isn't	0.31230608262495513	6	[1551305, 68480, 909948, 443395, 5962820]	[932510, 2483815, 2552295, 3462243, 3905638, 9868458]	AUX	A1
arm	0.41250747246200214	3	[3495, 5790662]	[429401, 432896, 6223558]	NOUN	A1
trick	0.8047537389181291	5	[1243, 3616418, 2115, 1600]	[4688122, 4689365, 8305783, 8307898, 8309498]	NOUN	A1
while	0.4483773345451015	6	[69991, 20264, 677465, 2524451, 153476]	[6147783, 6217774, 6238038, 6915503, 9439954, 9593430]	SCONJ	A1
Mama	-0.5813098804131864	4	[1613213, 1984238, 885061]	[2113201, 3726414, 5710652, 6595713]	PROPN	A1
weather	0.7114446224772892	12	[5966, 764382, 63767, 15423, 23257, 3556, 3488, 2191, 6428, 26345, 109570]	[1417011, 1422977, 2187359, 2251126, 2266549, 2289806, 2293362, 2296850, 2299041, 2305469, 2331814, 2441384]	NOUN	A1
kiss	0.6737313848971399	38	[1516, 732, 1020, 965, 1065, 3056608, 3644199, 4685, 942715, 0, 2090, 46443, 6, 64741, 0, 0, 21013, 116944, 775, 6402, 5578, 2829, 3428, 43049, 0, 0, 10547, 3562, 0, 198318, 978872, 150616, 9320, 3726, 165239, 14991, 13190]	[1719832, 1721348, 1722080, 1723100, 1724065, 1725130, 4781738, 8425937, 8430622, 9373337, 9373337, 9375427, 9421870, 9421876, 9486617, 9486617, 9486617, 9507630, 9624574, 9625349, 9631751, 9637329, 9640158, 9643586, 9686635, 9686635, 9686635, 9697182, 9700744, 9700744, 9899062, 10877934, 11028550, 11037870, 11041596, 11206835, 11221826, 11235016]	VERB	A1
and	0.3029554218596911	202	[330020, 18120, 41714, 27971, 12951, 12584, 22145, 0, 0, 44493, 31282, 13337, 2011, 20302, 4493, 33029, 3428, 45556, 136111, 0, 11325, 145626, 73803, 155094, 365969, 27111, 42040, 8751, 141305, 2217, 2162, 1452, 3280, 0, 9781, 4204, 25850, 39442, 0, 0, 28914, 4250, 0, 11220, 21374, 22595, 126763, 0, 39690, 3330, 18763, 35177, 57670, 138924, 55948, 43668, 7124, 5022, 22963, 55107, 39839, 52881, 97744, 32102, 20355, 0, 26000, 0, 18706, 9329, 3672, 8804, 50634, 76902, 137004, 3732, 3560, 22612, 13235, 36745, 58456, 78484, 33132, 109863, 9613, 60848, 3802, 179702, 28448, 5735, 0, 9461, 52446, 43322, 2863, 0, 47761, 24064, 0, 73480, 22371, 162864, 48685, 5712, 83873, 268291, 209175, 0, 56322, 38368, 252311, 26164, 36776, 40590, 73348, 92826, 11044, 2455, 13525, 62708, 79563, 43796, 0, 158429, 2615, 6717, 13820, 36023, 33477, 34044, 89664, 16874, 135723, 87880, 24568, 4894, 3895, 130338, 0, 110224, 0, 182416, 175432, 3595, 232497, 0, 78920, 6835, 3545, 11375, 62377, 50806, 380186, 15944, 59080, 0, 104515, 5470, 0, 119375, 7030, 13670, 0, 9555, 2375, 7720, 8810, 44058, 43842, 9424, 11108, 5296, 0, 60136, 115595, 12277, 241468, 30842, 54426, 32416, 8157, 23920, 22523, 6, 18078, 46663, 0, 0, 21013, 95720, 21224, 775, 155125, 40181, 57758, 20649, 67896, 112132, 0, 968292, 164663]	[612105, 942125, 960245, 1001959, 1029930, 1042881, 1055465, 1077610, 1077610, 1077610, 1122103, 1153385, 1166722, 1168733, 1189035, 1193528, 1226557, 1229985, 1275541, 1411652, 1411652, 1422977, 1568603, 1642406, 1797500, 2163469, 2190580, 2232620, 2241371, 2382676, 2384893, 2387055, 2388507, 2391787, 2391787, 2401568, 2405772, 2431622, 2471064, 2471064, 2471064, 2499978, 2504228, 2504228, 2515448, 2536822, 2559417, 2686180, 2686180, 2725870, 2729200, 2747963, 2783140, 2840810, 2979734, 3035682, 3079350, 3086474, 3091496, 3114459, 3169566, 3209405, 3262286, 3360030, 3392132, 3412487, 3412487, 3438487, 3438487, 3457193, 3466522, 3470194, 3478998, 3529632, 3606534, 3743538, 3747270, 3750830, 3773442, 3786677, 3823422, 3881878, 3960362, 3993494, 4103357, 4112970, 4173818, 4177620, 4357322, 4385770, 4391505, 4391505, 4400966, 4453412, 4496734, 4499597, 4499597, 4547358, 4571422, 4571422, 4644902, 4667273, 4830137, 4878822, 4884534, 4968407, 5236698, 5445873, 5445873, 5502195, 5540563, 5792874, 5819038, 5855814, 5896404, 5969752, 6062578, 6073622, 6076077, 6089602, 6152310, 6231873, 6275669, 6275669, 6434098, 6436713, 6443430, 6457250, 6493273, 6526750, 6560794, 6650458, 6667332, 6803055, 6890935, 6915503, 6920397, 6924292, 7054630, 7054630, 7164854, 7164854, 7347270, 7522702, 7526297, 7758794, 7758794, 7837714, 7844549, 7848094, 7859469, 7921846, 7972652, 8352838, 8368782, 8427862, 8427862, 8532377, 8537847, 8537847, 8657222, 8664252, 8677922, 8677922, 8687477, 8689852, 8697572, 8706382, 8750440, 8794282, 8803706, 8814814, 8820110, 8820110, 8880246, 8995841, 9008118, 9249586, 9280428, 9334854, 9367270, 9375427, 9399347, 9421870, 9421876, 9439954, 9486617, 9486617, 9486617, 9507630, 9603350, 9624574, 9625349, 9780474, 9820655, 9878413, 9899062, 9966958, 10079090, 10079090, 11047382, 11212045]	CCONJ	A1
feet	0.14400237283111808	7	[2420, 3323503, 2625565, 273214, 5084, 1356343]	[258420, 260840, 3584343, 6209908, 6483122, 6488206, 7844549]	NOUN	A1
soft	-0.043072834759516544	4	[2899438, 1359, 4115242]	[712500, 3611938, 3613297, 7728539]	ADJ	A1
careful	0.2823957814636092	9	[556888, 4065517, 2952917, 61300, 98898, 197022, 803247, 193763]	[823870, 1380758, 5446275, 8399192, 8460492, 8559390, 8756412, 9559659, 9753422]	ADJ	A1
back	0.1630228712082308	52	[868235, 3570, 1018627, 987846, 32588, 58859, 68060, 43737, 393308, 21712, 46580, 76152, 653436, 59032, 384600, 461176, 2529, 406851, 315210, 31140, 0, 171955, 56988, 61939, 626332, 421480, 14371, 30530, 325036, 5400, 128118, 120640, 94766, 122355, 12374, 71025, 101610, 93710, 4105, 136060, 0, 130712, 1576, 4992, 99116, 160787, 110221, 200846, 281981, 0, 371337]	[239680, 1107915, 1111485, 2130112, 3117958, 3150546, 3209405, 3277465, 3321202, 3714510, 3736222, 3782802, 3858954, 4512390, 4571422, 4956022, 5417198, 5419727, 5826578, 6141788, 6172928, 6172928, 6344883, 6401871, 6463810, 7090142, 7511622, 7525993, 7556523, 7881559, 7886959, 8015077, 8135717, 8230483, 8352838, 8365212, 8436237, 8537847, 8631557, 8635662, 8771722, 8771722, 8902434, 8904010, 8909002, 9008118, 9168905, 9279126, 9479972, 9761953, 9761953, 10133290]	ADV	A1
beautiful	0.652322886712026	8	[1856591, 13213, 436152, 13453, 66047, 1080, 2275]	[1104374, 2960965, 2974178, 3410330, 3423783, 3489830, 3490910, 3493185]	ADJ	A1
getting	0.09329343075162466	17	[142016, 177196, 1560919, 5499, 753130, 19860, 96654, 127880, 1620639, 2257019, 136202, 354488, 1340, 1068875, 648245, 1832720]	[163480, 305496, 482692, 2043611, 2049110, 2802240, 2822100, 2918754, 3046634, 4667273, 6924292, 7060494, 7414982, 7416322, 8485197, 9133442, 10966162]	VERB	A1
sad	0.38771200257969174	4	[5638136, 820737, 112367]	[995662, 6633798, 7454535, 7566902]	ADJ	A1
whole	0.29837979287042365	5	[9210, 582375, 14197, 1344180]	[5527685, 5536895, 6119270, 6133467, 7477647]	ADJ	A1
also	0.03095632895347458	8	[156210, 4580, 494683, 691777, 2622422, 1035126, 1193554]	[909150, 1065360, 1069940, 1564623, 2256400, 4878822, 5913948, 7107502]	ADV	A1
tongue	0.6910770546379467	4	[1544, 3788, 9262469]	[363950, 365494, 369282, 9631751]	NOUN	A1
could	0.06064963261107826	17	[0, 205240, 493165, 1887615, 128283, 990425, 1443690, 48450, 282196, 634556, 411137, 1401631, 36278, 386162, 281816, 70909]	[1081730, 1081730, 1286970, 1780135, 3667750, 3796033, 4786458, 6230148, 6278598, 6560794, 7195350, 7606487, 9008118, 9044396, 9430558, 9712374, 9783283]	AUX	A1
room	0.5008722542455789	11	[14197, 2161227, 0, 694640, 737280, 48825, 7844, 3487, 5667, 94865]	[6119270, 6133467, 8294694, 8294694, 8989334, 9726614, 9775439, 9783283, 9786770, 9792437, 9887302]	NOUN	A1
nine	0.6297172090804164	5	[9012, 0, 3635623, 405283]	[2404520, 2413532, 2413532, 6049155, 6454438]	NUM	A1
ha	0.7237429727587987	15	[0, 0, 28260, 0, 0, 1795, 0, 0, 68345, 6849310, 0, 0, 0, 3916252]	[263080, 263080, 263080, 291340, 291340, 291340, 293135, 293135, 293135, 361480, 7210790, 7210790, 7210790, 7210790, 11127042]	INTJ	A1
&=	0.2357838139494074	13	[2305, 69433, 2789, 121915, 1757295, 681930, 2737394, 97439, 134345, 3190384, 109783, 1280231]	[1049773, 1052078, 1121511, 1124300, 1246215, 3003510, 3685440, 6422834, 6520273, 6654618, 9845002, 9954785, 11235016]	CCONJ	A1
bit	0.44245356167382904	9	[4890, 4560795, 430335, 477349, 481273, 1233742, 165950, 29985]	[2216170, 2221060, 6781855, 7212190, 7689539, 8170812, 9404554, 9570504, 9600489]	NOUN	A1
sent	0.38810461131198465	3	[3532501, 32912]	[2908082, 6440583, 6473495]	VERB	A1
finish	0.5459074089029324	17	[69050, 24375, 15825, 87555, 87805, 24445, 83335, 51325, 3436838, 160585, 884084, 561331, 6165, 163833, 4707503, 39280]	[745320, 814370, 838745, 854570, 942125, 1029930, 1054375, 1137710, 1189035, 4625873, 4786458, 5670542, 6231873, 6238038, 6401871, 11109374, 11148654]	NOUN	A1
somewhere	-0.6815792650628661	3	[877761, 555134]	[6852068, 7729829, 8284963]	ADV	A1
foot	0.5813879872172005	7	[3234, 1900, 5999, 2388690, 7059869, 0]	[397167, 400401, 402301, 408300, 2796990, 9856859, 9856859]	NOUN	A1
call	0.637939150277832	5	[374360, 0, 3489031, 3310]	[4338122, 4712482, 4712482, 8201513, 8204823]	VERB	A1
Michigan	0.6496277228201207	4	[30318, 1956146, 9567]	[3845870, 3876188, 5832334, 5841901]	PROPN	A1
write	0.2483413278685959	3	[227888, 14197]	[5891382, 6119270, 6133467]	VERB	A1
mhm	0.10892989090701613	40	[18906, 271037, 82275, 781106, 967308, 56416, 143923, 148998, 17609, 178424, 6184, 46724, 324303, 398493, 277516, 344483, 492653, 149237, 25485, 6234, 24392, 26764, 477040, 148088, 60232, 756220, 122771, 134954, 71215, 191400, 507458, 129189, 300018, 39755, 293196, 1524201, 333794, 323969, 6790]	[326032, 344938, 615975, 698250, 1479356, 2446664, 2503080, 2647003, 2796001, 2813610, 2992034, 2998218, 3044942, 3369245, 3767738, 4045254, 4389737, 4882390, 5031627, 5057112, 5063346, 5087738, 5114502, 5591542, 5739630, 5799862, 6556082, 6678853, 6813807, 6885022, 7076422, 7583880, 7713069, 8013087, 8052842, 8346038, 9870239, 10204033, 10528002, 10534792]	INTJ	A1
ones	0.30037951281864345	3	[5797762, 243124]	[3003510, 8801272, 9044396]	NOUN	A1
now	-0.0802816552242537	49	[73824, 507268, 97421, 21620, 51502, 103193, 33004, 232366, 647176, 243552, 464832, 41920, 157444, 292946, 298845, 26765, 77772, 13231, 159077, 1802, 418530, 10328, 309708, 434454, 733875, 176760, 245154, 474121, 149298, 255714, 0, 30496, 236168, 46129, 161342, 44345, 146095, 239523, 477540, 21305, 182643, 223088, 335406, 90413, 131343, 289965, 240427, 575380]	[411352, 485176, 992444, 1089865, 1111485, 1162987, 1266180, 1299184, 1531550, 2178726, 2422278, 2887110, 2929030, 3086474, 3379420, 3678265, 3705030, 3782802, 3796033, 3955110, 3956912, 4375442, 4385770, 4695478, 5129932, 5863807, 6040567, 6285721, 6759842, 6909140, 7164854, 7164854, 7195350, 7431518, 7477647, 7638989, 7683334, 7829429, 8068952, 8546492, 8567797, 8750440, 8973528, 9308934, 9399347, 9530690, 9820655, 10061082, 10636462]	ADV	A1
